Position,TrackName,Artist,URL,Date,Id_Song,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,month_year
5,Tự Tin,Brittanya Karma,https://open.spotify.com/track/6Yt8lq2DxKaVzK8LVK3yx4,2020-01-16,6Yt8lq2DxKaVzK8LVK3yx4,,,,,,,,,,,,,,2020-01
6,The Box,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2020-01-16,0nbXyq5TXYPCO7pr3N8S4I,,,,,,,,,,,,,,2020-01
7,Buồn Thì Cứ Khóc Đi,Lynk Lee,https://open.spotify.com/track/6iXGivPFpsqKmrINhIbPvx,2020-01-16,6iXGivPFpsqKmrINhIbPvx,,,,,,,,,,,,,,2020-01
8,Tú,maye,https://open.spotify.com/track/1jecO8NeYLsVWVptITz4c1,2020-01-16,1jecO8NeYLsVWVptITz4c1,,,,,,,,,,,,,,2020-01
9,Say So,Doja Cat,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,2020-01-16,3Dv1eDb0MEgF93GpLXlucZ,,,,,,,,,,,,,,2020-01
10,Dance Monkey,Tones And I,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-01-16,1rgnBhdG2JDFTbYkYRZAku,,,,,,,,,,,,,,2020-01
11,Crush 2,W/N,https://open.spotify.com/track/1r8YFqpfaD8SNe0LI1p1K5,2020-01-16,1r8YFqpfaD8SNe0LI1p1K5,,,,,,,,,,,,,,2020-01
12,Falling,Trevor Daniel,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,2020-01-16,4TnjEaWOeW0eKTKIEvJyCa,,,,,,,,,,,,,,2020-01
13,2 5,Táo,https://open.spotify.com/track/4sf6dQ41b9iEVopLnZJD7X,2020-01-16,4sf6dQ41b9iEVopLnZJD7X,,,,,,,,,,,,,,2020-01
14,Love Songs - Bonus,Kaash Paige,https://open.spotify.com/track/6qL5UWxRSQYml9O99ozoLv,2020-01-16,6qL5UWxRSQYml9O99ozoLv,,,,,,,,,,,,,,2020-01
15,Em Ơi Lên Phố,Hương Ly,https://open.spotify.com/track/14v67pBp6W4Q5WV11xUm1V,2020-01-16,14v67pBp6W4Q5WV11xUm1V,,,,,,,,,,,,,,2020-01
16,Có Như Không Có,Hien Ho,https://open.spotify.com/track/1xAcTjxxWFJtzMIcJQ5jbI,2020-01-16,1xAcTjxxWFJtzMIcJQ5jbI,,,,,,,,,,,,,,2020-01
17,Ayy Macarena,Tyga,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX,2020-01-16,6LcauUZjF1eXQrgqMUecHX,,,,,,,,,,,,,,2020-01
18,Ballin' (with Roddy Ricch),Mustard,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,2020-01-16,3QzAOrNlsabgbMwlZt7TAY,,,,,,,,,,,,,,2020-01
19,No Idea,Don Toliver,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu,2020-01-16,3VyjsVV24RmBIbWJAeUJNu,,,,,,,,,,,,,,2020-01
20,Nghe Em,Thịnh Suy,https://open.spotify.com/track/5WHuqG7vz4Hy0BU47fPpVp,2020-01-16,5WHuqG7vz4Hy0BU47fPpVp,,,,,,,,,,,,,,2020-01
21,Lối Nhỏ,Đen,https://open.spotify.com/track/22F7P7QnaVspdf5rKveBaS,2020-01-16,22F7P7QnaVspdf5rKveBaS,,,,,,,,,,,,,,2020-01
22,Đen đá và trà đào,DaREALEST,https://open.spotify.com/track/0MEj3TuVxryf6wR4OUl9ec,2020-01-16,0MEj3TuVxryf6wR4OUl9ec,,,,,,,,,,,,,,2020-01
23,Can We Kiss Forever?,Kina,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne,2020-01-16,58wyJLv6yH1La9NIZPl3ne,,,,,,,,,,,,,,2020-01
24,Quả Tim Màu Lửa,Kiên Trịnh,https://open.spotify.com/track/734SuCJNSGwTFKadlw3MZ6,2020-01-16,734SuCJNSGwTFKadlw3MZ6,,,,,,,,,,,,,,2020-01
25,Tết Về Sớm Nhé,Phan Mạnh Quỳnh,https://open.spotify.com/track/3G1fVPBoTuw2T3p9xnFcMg,2020-01-16,3G1fVPBoTuw2T3p9xnFcMg,,,,,,,,,,,,,,2020-01
26,NOBODY,Blue.D,https://open.spotify.com/track/0iBh2ZfirDzFDkqrvkvoiW,2020-01-16,0iBh2ZfirDzFDkqrvkvoiW,,,,,,,,,,,,,,2020-01
27,Từng Yêu,Hương Ly,https://open.spotify.com/track/3TMsxtMLlRJAjuaQIOuhXl,2020-01-16,3TMsxtMLlRJAjuaQIOuhXl,,,,,,,,,,,,,,2020-01
28,Duyên Trời Lấy,Chung Thanh Duy,https://open.spotify.com/track/1cIF6Ou4k1LtVFFPKiPAEp,2020-01-16,1cIF6Ou4k1LtVFFPKiPAEp,,,,,,,,,,,,,,2020-01
29,Duyen Am,Hoang Thuy Linh,https://open.spotify.com/track/5dZHey2U2xrNpvgyop8URS,2020-01-16,5dZHey2U2xrNpvgyop8URS,,,,,,,,,,,,,,2020-01
30,Kho Ve Nu Cuoi (feat. Du Uyen),Đạt G,https://open.spotify.com/track/0piLGIj0C7RR4B2gowEqmO,2020-01-16,0piLGIj0C7RR4B2gowEqmO,,,,,,,,,,,,,,2020-01
31,One Wish,Ray J,https://open.spotify.com/track/5qrzhg9Fmu8Amg2uMhHfe5,2020-01-16,5qrzhg9Fmu8Amg2uMhHfe5,,,,,,,,,,,,,,2020-01
32,Suicidal,YNW Melly,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8,2020-01-16,1iSqfoUFnQwV0QW1EfUit8,,,,,,,,,,,,,,2020-01
33,Thật Là Khó,bạn khoa,https://open.spotify.com/track/6lo38D7ZtgBbazvPsE4RRf,2020-01-16,6lo38D7ZtgBbazvPsE4RRf,,,,,,,,,,,,,,2020-01
34,Tự Tâm,Nguyễn Trần Trung Quân,https://open.spotify.com/track/75kOzkIGZ7WB9s5rOxICf0,2020-01-16,75kOzkIGZ7WB9s5rOxICf0,,,,,,,,,,,,,,2020-01
35,Em Chưa Giấu Anh Điều Gì,D Blue,https://open.spotify.com/track/12KUUBU1iKt4fd5axR9RsS,2020-01-16,12KUUBU1iKt4fd5axR9RsS,,,,,,,,,,,,,,2020-01
36,Có Người,Vu Cat Tuong,https://open.spotify.com/track/5pf3f5rhtUnZ1PeTcHKVdz,2020-01-16,5pf3f5rhtUnZ1PeTcHKVdz,,,,,,,,,,,,,,2020-01
37,Trampoline (with ZAYN),SHAED,https://open.spotify.com/track/2ez6qvOTHKeI3ss80NGqnI,2020-01-16,2ez6qvOTHKeI3ss80NGqnI,,,,,,,,,,,,,,2020-01
38,Make You Mine,PUBLIC,https://open.spotify.com/track/5iFwAOB2TFkPJk8sMlxP8g,2020-01-16,5iFwAOB2TFkPJk8sMlxP8g,,,,,,,,,,,,,,2020-01
39,FML,Arizona Zervas,https://open.spotify.com/track/6lruHh1jF7ezgbLv72xYmf,2020-01-16,6lruHh1jF7ezgbLv72xYmf,,,,,,,,,,,,,,2020-01
40,Em Day Chang Phai Thuy Kieu,Hoang Thuy Linh,https://open.spotify.com/track/031jyNUkkD02vrkgZDGJxu,2020-01-16,031jyNUkkD02vrkgZDGJxu,,,,,,,,,,,,,,2020-01
41,SUGAR,BROCKHAMPTON,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA,2020-01-16,6U0FIYXCQ3TGrk4tFpLrEA,,,,,,,,,,,,,,2020-01
42,ROXANNE,Arizona Zervas,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,2020-01-16,696DnlkuDOXcMAnKlTgXXK,,,,,,,,,,,,,,2020-01
43,First Sight,Garrett Crosby,https://open.spotify.com/track/4qvFI33JhOqHVHNt4NIh0B,2020-01-16,4qvFI33JhOqHVHNt4NIh0B,,,,,,,,,,,,,,2020-01
44,Anh Đợi Em Được Không,Mỹ Tâm,https://open.spotify.com/track/2P9M7q49JXnwiab4TosOpW,2020-01-16,2P9M7q49JXnwiab4TosOpW,,,,,,,,,,,,,,2020-01
45,Memories,Maroon 5,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2020-01-16,2b8fOow8UzyDFAE27YhOZM,0.764,0.32,11,-7.209,1,0.0546,0.837,0,0.0822,0.575,91.019,189486,4,2020-01
46,Có Chàng Trai Viết Lên Cây,Hương Ly,https://open.spotify.com/track/2nv9DTgVyvV09rgZmougfY,2020-01-16,2nv9DTgVyvV09rgZmougfY,,,,,,,,,,,,,,2020-01
47,Có Tất Cả Nhưng Thiếu Anh,Hương Ly,https://open.spotify.com/track/14h5yoeJvgiz4smtMR4no7,2020-01-16,14h5yoeJvgiz4smtMR4no7,,,,,,,,,,,,,,2020-01
48,Please Don’t Touch,RAYE,https://open.spotify.com/track/16eNwSoWmJh5GSjN8ECmIp,2020-01-16,16eNwSoWmJh5GSjN8ECmIp,,,,,,,,,,,,,,2020-01
49,I'm Still Loving You,Noo Phước Thịnh,https://open.spotify.com/track/7vJyCz6Q8AE13xfPo6iQAz,2020-01-16,7vJyCz6Q8AE13xfPo6iQAz,,,,,,,,,,,,,,2020-01
50,Sigues Con El,Dímelo Flow,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3,2020-01-16,7sQKy5vlPQllr0k9IjYJv3,,,,,,,,,,,,,,2020-01
1,Có Chàng Trai Viết Lên Cây,Phan Mạnh Quỳnh,https://open.spotify.com/track/1U8bwOTAtnqlWMCn1mwYyj,2020-01-23,1U8bwOTAtnqlWMCn1mwYyj,,,,,,,,,,,,,,2020-01
2,Psycho,Red Velvet,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK,2020-01-23,3CYH422oy1cZNoo0GTG1TK,,,,,,,,,,,,,,2020-01
3,The Box,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2020-01-23,0nbXyq5TXYPCO7pr3N8S4I,,,,,,,,,,,,,,2020-01
4,Tú,maye,https://open.spotify.com/track/1jecO8NeYLsVWVptITz4c1,2020-01-23,1jecO8NeYLsVWVptITz4c1,,,,,,,,,,,,,,2020-01
5,Còn Thương Thì Không Để Em Khóc,Miu Lê,https://open.spotify.com/track/69cVm2zymPuNBHJW20fqi9,2020-01-23,69cVm2zymPuNBHJW20fqi9,,,,,,,,,,,,,,2020-01
6,Mascara,Chillies,https://open.spotify.com/track/2Jaaw8PrdUfPlU6o6tL5dl,2020-01-23,2Jaaw8PrdUfPlU6o6tL5dl,,,,,,,,,,,,,,2020-01
7,Buồn Thì Cứ Khóc Đi,Lynk Lee,https://open.spotify.com/track/6iXGivPFpsqKmrINhIbPvx,2020-01-23,6iXGivPFpsqKmrINhIbPvx,,,,,,,,,,,,,,2020-01
8,Flower,Yoon Mirae,https://open.spotify.com/track/0GVKkD74xcixRYYG3zv1NL,2020-01-23,0GVKkD74xcixRYYG3zv1NL,,,,,,,,,,,,,,2020-01
9,Take A Hike,Ji Yeon,https://open.spotify.com/track/0grQK3W2AsUih8AbMWArtO,2020-01-23,0grQK3W2AsUih8AbMWArtO,,,,,,,,,,,,,,2020-01
10,Dance Monkey,Tones And I,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-01-23,1rgnBhdG2JDFTbYkYRZAku,,,,,,,,,,,,,,2020-01
11,Say So,Doja Cat,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,2020-01-23,3Dv1eDb0MEgF93GpLXlucZ,,,,,,,,,,,,,,2020-01
12,Có Như Không Có,Hien Ho,https://open.spotify.com/track/1xAcTjxxWFJtzMIcJQ5jbI,2020-01-23,1xAcTjxxWFJtzMIcJQ5jbI,,,,,,,,,,,,,,2020-01
13,Đen đá và trà đào,DaREALEST,https://open.spotify.com/track/0MEj3TuVxryf6wR4OUl9ec,2020-01-23,0MEj3TuVxryf6wR4OUl9ec,,,,,,,,,,,,,,2020-01
14,Falling,Trevor Daniel,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,2020-01-23,4TnjEaWOeW0eKTKIEvJyCa,,,,,,,,,,,,,,2020-01
15,Love Songs - Bonus,Kaash Paige,https://open.spotify.com/track/6qL5UWxRSQYml9O99ozoLv,2020-01-23,6qL5UWxRSQYml9O99ozoLv,,,,,,,,,,,,,,2020-01
16,SUGA's Interlude,Halsey,https://open.spotify.com/track/1ZoQVu9XBssJBdeKMgF2eV,2020-01-23,1ZoQVu9XBssJBdeKMgF2eV,,,,,,,,,,,,,,2020-01
17,Lối Nhỏ,Đen,https://open.spotify.com/track/22F7P7QnaVspdf5rKveBaS,2020-01-23,22F7P7QnaVspdf5rKveBaS,,,,,,,,,,,,,,2020-01
18,Tết Về Sớm Nhé,Phan Mạnh Quỳnh,https://open.spotify.com/track/3G1fVPBoTuw2T3p9xnFcMg,2020-01-23,3G1fVPBoTuw2T3p9xnFcMg,,,,,,,,,,,,,,2020-01
19,But it's Destiny,10cm,https://open.spotify.com/track/0JOuenfJaP3QodPJU0alSk,2020-01-23,0JOuenfJaP3QodPJU0alSk,0.475,0.461,0,-6.289,0,0.0328,0.23,0,0.111,0.109,73.994,231871,4,2020-01
20,Tự Tin,Brittanya Karma,https://open.spotify.com/track/6Yt8lq2DxKaVzK8LVK3yx4,2020-01-23,6Yt8lq2DxKaVzK8LVK3yx4,,,,,,,,,,,,,,2020-01
21,Ayy Macarena,Tyga,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX,2020-01-23,6LcauUZjF1eXQrgqMUecHX,,,,,,,,,,,,,,2020-01
22,Right Now (Na Na Na),Aamir,https://open.spotify.com/track/5LXEciNnKdgDzerfUibkQN,2020-01-23,5LXEciNnKdgDzerfUibkQN,,,,,,,,,,,,,,2020-01
23,Cigarette,PAR SG,https://open.spotify.com/track/5VuJoNuYTWBVlvvhIe9L5g,2020-01-23,5VuJoNuYTWBVlvvhIe9L5g,,,,,,,,,,,,,,2020-01
24,Sigues Con El,Dímelo Flow,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3,2020-01-23,7sQKy5vlPQllr0k9IjYJv3,,,,,,,,,,,,,,2020-01
25,Thật Là Khó,bạn khoa,https://open.spotify.com/track/6lo38D7ZtgBbazvPsE4RRf,2020-01-23,6lo38D7ZtgBbazvPsE4RRf,,,,,,,,,,,,,,2020-01
26,SUGAR,BROCKHAMPTON,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA,2020-01-23,6U0FIYXCQ3TGrk4tFpLrEA,0.453,0.538,1,-8.212,1,0.0638,0.449,0,0.19,0.516,122.973,204533,4,2020-01
27,stupid,Tate McRae,https://open.spotify.com/track/4k3uABcX9iaGlt5pRJhumi,2020-01-23,4k3uABcX9iaGlt5pRJhumi,,,,,,,,,,,,,,2020-01
28,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn,2020-01-23,7h0d2h0fUmzbs7zeFigJPn,,,,,,,,,,,,,,2020-01
29,HOME,BTS,https://open.spotify.com/track/7lthOBXNue2IvedLRfkod8,2020-01-23,7lthOBXNue2IvedLRfkod8,,,,,,,,,,,,,,2020-01
30,2 5,Táo,https://open.spotify.com/track/4sf6dQ41b9iEVopLnZJD7X,2020-01-23,4sf6dQ41b9iEVopLnZJD7X,,,,,,,,,,,,,,2020-01
31,The Train,Christopher Wong,https://open.spotify.com/track/3NRWXRYrw2brgIL8zBN4ih,2020-01-23,3NRWXRYrw2brgIL8zBN4ih,,,,,,,,,,,,,,2020-01
32,No Idea,Don Toliver,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu,2020-01-23,3VyjsVV24RmBIbWJAeUJNu,,,,,,,,,,,,,,2020-01
33,Một Ngày,Kiên Trịnh,https://open.spotify.com/track/14jOtcKEyOYgmy9S5mFcZB,2020-01-23,14jOtcKEyOYgmy9S5mFcZB,,,,,,,,,,,,,,2020-01
34,Suicidal,YNW Melly,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8,2020-01-23,1iSqfoUFnQwV0QW1EfUit8,,,,,,,,,,,,,,2020-01
35,Can We Kiss Forever?,Kina,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne,2020-01-23,58wyJLv6yH1La9NIZPl3ne,,,,,,,,,,,,,,2020-01
36,Sunset,DAVICHI,https://open.spotify.com/track/27srzsrTPJ2KiABGZ0rP5a,2020-01-23,27srzsrTPJ2KiABGZ0rP5a,,,,,,,,,,,,,,2020-01
37,Thumbs Up,MOMOLAND,https://open.spotify.com/track/2X1zCTkwxQRMkloiVlQ55e,2020-01-23,2X1zCTkwxQRMkloiVlQ55e,,,,,,,,,,,,,,2020-01
38,Duyen Am,Hoang Thuy Linh,https://open.spotify.com/track/5dZHey2U2xrNpvgyop8URS,2020-01-23,5dZHey2U2xrNpvgyop8URS,,,,,,,,,,,,,,2020-01
39,Memories,Maroon 5,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2020-01-23,2b8fOow8UzyDFAE27YhOZM,,,,,,,,,,,,,,2020-01
40,Boy With Luv (feat. Halsey),BTS,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,2020-01-23,5KawlOMHjWeUjQtnuRs22c,,,,,,,,,,,,,,2020-01
41,Em Day Chang Phai Thuy Kieu,Hoang Thuy Linh,https://open.spotify.com/track/031jyNUkkD02vrkgZDGJxu,2020-01-23,031jyNUkkD02vrkgZDGJxu,,,,,,,,,,,,,,2020-01
42,"Alone, Pt. II",Alan Walker,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3,2020-01-23,0bMbDctzMmTyK2j74j3nF3,,,,,,,,,,,,,,2020-01
43,Nghe Em,Thịnh Suy,https://open.spotify.com/track/5WHuqG7vz4Hy0BU47fPpVp,2020-01-23,5WHuqG7vz4Hy0BU47fPpVp,,,,,,,,,,,,,,2020-01
44,Hola - Remix,Dalex,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt,2020-01-23,5stPVcRqb4qixbafP9e8lt,,,,,,,,,,,,,,2020-01
45,Em Chưa Giấu Anh Điều Gì,D Blue,https://open.spotify.com/track/12KUUBU1iKt4fd5axR9RsS,2020-01-23,12KUUBU1iKt4fd5axR9RsS,,,,,,,,,,,,,,2020-01
46,Song Request 신청곡 (feat. SUGA of BTS),Lee So Ra,https://open.spotify.com/track/57jBcQUCJaIUTRbqBmW7D1,2020-01-23,57jBcQUCJaIUTRbqBmW7D1,,,,,,,,,,,,,,2020-01
47,芒种,音阙诗听,https://open.spotify.com/track/3IP4qSMfGeqI2XqHFf25sj,2020-01-23,3IP4qSMfGeqI2XqHFf25sj,,,,,,,,,,,,,,2020-01
48,Crush 2,W/N,https://open.spotify.com/track/1r8YFqpfaD8SNe0LI1p1K5,2020-01-23,1r8YFqpfaD8SNe0LI1p1K5,,,,,,,,,,,,,,2020-01
49,CHANCE,GEN JI,https://open.spotify.com/track/3GW5gJoAu38jXSCuvDLomM,2020-01-23,3GW5gJoAu38jXSCuvDLomM,,,,,,,,,,,,,,2020-01
50,FML,Arizona Zervas,https://open.spotify.com/track/6lruHh1jF7ezgbLv72xYmf,2020-01-23,6lruHh1jF7ezgbLv72xYmf,,,,,,,,,,,,,,2020-01
1,WINTER FLOWER(Feat.RM),Younha,https://open.spotify.com/track/4Eefey3uN90Abhbr47zKmC,2020-01-30,4Eefey3uN90Abhbr47zKmC,,,,,,,,,,,,,,2020-01
2,Có Như Không Có,Hien Ho,https://open.spotify.com/track/1xAcTjxxWFJtzMIcJQ5jbI,2020-01-30,1xAcTjxxWFJtzMIcJQ5jbI,,,,,,,,,,,,,,2020-01
3,Có Chàng Trai Viết Lên Cây,Phan Mạnh Quỳnh,https://open.spotify.com/track/1U8bwOTAtnqlWMCn1mwYyj,2020-01-30,1U8bwOTAtnqlWMCn1mwYyj,0.516,0.446,0,-9.384,0,0.0345,0.969,0.000415,0.128,0.144,88.803,305786,4,2020-01
4,Tú,maye,https://open.spotify.com/track/1jecO8NeYLsVWVptITz4c1,2020-01-30,1jecO8NeYLsVWVptITz4c1,,,,,,,,,,,,,,2020-01
5,Say So,Doja Cat,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,2020-01-30,3Dv1eDb0MEgF93GpLXlucZ,,,,,,,,,,,,,,2020-01
6,Yummy,Justin Bieber,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l,2020-01-30,41L3O37CECZt3N7ziG2z7l,,,,,,,,,,,,,,2020-01
7,Psycho,Red Velvet,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK,2020-01-30,3CYH422oy1cZNoo0GTG1TK,,,,,,,,,,,,,,2020-01
8,The One,BỤNG MỠ,https://open.spotify.com/track/2ELIpxIj10ja1yiEnSjhL3,2020-01-30,2ELIpxIj10ja1yiEnSjhL3,,,,,,,,,,,,,,2020-01
9,Mascara,Chillies,https://open.spotify.com/track/2Jaaw8PrdUfPlU6o6tL5dl,2020-01-30,2Jaaw8PrdUfPlU6o6tL5dl,0.652,0.363,2,-9.852,1,0.0292,0.699,0.000121,0.147,0.196,113.976,295790,4,2020-01
10,The Box,Roddy Ricch,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2020-01-30,0nbXyq5TXYPCO7pr3N8S4I,,,,,,,,,,,,,,2020-01
11,Chuyện Người Anh Thương,Phạm Nguyên Ngọc,https://open.spotify.com/track/1MRfVfQA5kjmi4LwUFa0a6,2020-01-30,1MRfVfQA5kjmi4LwUFa0a6,,,,,,,,,,,,,,2020-01
12,Lái Máy Bay,Bình Gold,https://open.spotify.com/track/7nJESBqNDkd438YMs5xbA3,2020-01-30,7nJESBqNDkd438YMs5xbA3,,,,,,,,,,,,,,2020-01
13,Buồn Thì Cứ Khóc Đi,Lynk Lee,https://open.spotify.com/track/6iXGivPFpsqKmrINhIbPvx,2020-01-30,6iXGivPFpsqKmrINhIbPvx,,,,,,,,,,,,,,2020-01
14,Cánh Hoa Tổn Thương,Hoàng Yến Chibi,https://open.spotify.com/track/6muALFzH8p6LSY7b4vwOdi,2020-01-30,6muALFzH8p6LSY7b4vwOdi,0.211,0.637,7,-4.694,0,0.0491,0.831,0.00000133,0.11,0.183,179.459,370667,4,2020-01
15,SUGAR,BROCKHAMPTON,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA,2020-01-30,6U0FIYXCQ3TGrk4tFpLrEA,,,,,,,,,,,,,,2020-01
16,Dance Monkey,Tones And I,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-01-30,1rgnBhdG2JDFTbYkYRZAku,,,,,,,,,,,,,,2020-01
17,Falling,Trevor Daniel,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,2020-01-30,4TnjEaWOeW0eKTKIEvJyCa,,,,,,,,,,,,,,2020-01
18,Tam Su Nang Xuan,Bang Tam,https://open.spotify.com/track/177BlwrtLbiYOrFYnSYJeW,2020-01-30,177BlwrtLbiYOrFYnSYJeW,0.463,0.394,7,-8.572,0,0.0284,0.9,0.0000995,0.164,0.161,80.993,242253,4,2020-01
19,Love Songs - Bonus,Kaash Paige,https://open.spotify.com/track/6qL5UWxRSQYml9O99ozoLv,2020-01-30,6qL5UWxRSQYml9O99ozoLv,,,,,,,,,,,,,,2020-01
20,BOYFREN,LoveLeo,https://open.spotify.com/track/3WmgMoWZ1E5yNyn2aUzWAr,2020-01-30,3WmgMoWZ1E5yNyn2aUzWAr,,,,,,,,,,,,,,2020-01
21,Điệp khúc mùa xuân,AC&M,https://open.spotify.com/track/0E8xd4ykxEF1Q8WjRgtGF2,2020-01-30,0E8xd4ykxEF1Q8WjRgtGF2,,,,,,,,,,,,,,2020-01
22,Em Chào Tết,Bich Phuong,https://open.spotify.com/track/3pbbEjmAWUHbGgWV8evyfd,2020-01-30,3pbbEjmAWUHbGgWV8evyfd,,,,,,,,,,,,,,2020-01
23,Take A Hike,Ji Yeon,https://open.spotify.com/track/0grQK3W2AsUih8AbMWArtO,2020-01-30,0grQK3W2AsUih8AbMWArtO,,,,,,,,,,,,,,2020-01
24,Thật Là Khó,bạn khoa,https://open.spotify.com/track/6lo38D7ZtgBbazvPsE4RRf,2020-01-30,6lo38D7ZtgBbazvPsE4RRf,,,,,,,,,,,,,,2020-01
25,Lối Nhỏ,Đen,https://open.spotify.com/track/22F7P7QnaVspdf5rKveBaS,2020-01-30,22F7P7QnaVspdf5rKveBaS,,,,,,,,,,,,,,2020-01
26,Sunset,DAVICHI,https://open.spotify.com/track/27srzsrTPJ2KiABGZ0rP5a,2020-01-30,27srzsrTPJ2KiABGZ0rP5a,,,,,,,,,,,,,,2020-01
27,Em Trông Theo Hạt Mưa Bay Bay,Vy Vy,https://open.spotify.com/track/0KNvrqIalLAko9cbQeykAD,2020-01-30,0KNvrqIalLAko9cbQeykAD,,,,,,,,,,,,,,2020-01
28,Flower,Yoon Mirae,https://open.spotify.com/track/0GVKkD74xcixRYYG3zv1NL,2020-01-30,0GVKkD74xcixRYYG3zv1NL,,,,,,,,,,,,,,2020-01
29,Can We Kiss Forever?,Kina,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne,2020-01-30,58wyJLv6yH1La9NIZPl3ne,,,,,,,,,,,,,,2020-01
30,Suicidal,YNW Melly,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8,2020-01-30,1iSqfoUFnQwV0QW1EfUit8,,,,,,,,,,,,,,2020-01
31,Crush 2,W/N,https://open.spotify.com/track/1r8YFqpfaD8SNe0LI1p1K5,2020-01-30,1r8YFqpfaD8SNe0LI1p1K5,,,,,,,,,,,,,,2020-01
32,"Xuan Hop Mat (feat. Loan Chau, Thuy Tien & Bao Han)",Nhu Quynh,https://open.spotify.com/track/0aSzP9zPxsO1IC4Lb9rjQl,2020-01-30,0aSzP9zPxsO1IC4Lb9rjQl,,,,,,,,,,,,,,2020-01
33,Bien Nho,Ha Le,https://open.spotify.com/track/3rC7AK9HMQ8BZ8nfdK3mnE,2020-01-30,3rC7AK9HMQ8BZ8nfdK3mnE,,,,,,,,,,,,,,2020-01
34,Phút Giao Thừa Lặng Lẽ,Mr A,https://open.spotify.com/track/2Cl1t4VC0pz2PHpN1nIHZy,2020-01-30,2Cl1t4VC0pz2PHpN1nIHZy,,,,,,,,,,,,,,2020-01
35,Còn Thương Thì Không Để Em Khóc,Miu Lê,https://open.spotify.com/track/69cVm2zymPuNBHJW20fqi9,2020-01-30,69cVm2zymPuNBHJW20fqi9,,,,,,,,,,,,,,2020-01
36,To Each His Own,Talos,https://open.spotify.com/track/0LQqaXgLL3e3dkPBpkwlGU,2020-01-30,0LQqaXgLL3e3dkPBpkwlGU,,,,,,,,,,,,,,2020-01
37,Một Ngày,Kiên Trịnh,https://open.spotify.com/track/14jOtcKEyOYgmy9S5mFcZB,2020-01-30,14jOtcKEyOYgmy9S5mFcZB,,,,,,,,,,,,,,2020-01
38,But it's Destiny,10cm,https://open.spotify.com/track/0JOuenfJaP3QodPJU0alSk,2020-01-30,0JOuenfJaP3QodPJU0alSk,,,,,,,,,,,,,,2020-01
39,ROXANNE,Arizona Zervas,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,2020-01-30,696DnlkuDOXcMAnKlTgXXK,,,,,,,,,,,,,,2020-01
40,"Alone, Pt. II",Alan Walker,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3,2020-01-30,0bMbDctzMmTyK2j74j3nF3,0.67,0.668,3,-4.306,0,0.0422,0.536,0,0.133,0.608,88.033,179053,4,2020-01
