Position,TrackName,Artist,URL,Date,Id_Song,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,month_year
5,돌덩이,Ha Hyun Woo,https://open.spotify.com/track/6A9QEWYXpXLMeJLRjGsIJ1,2020-03-26,6A9QEWYXpXLMeJLRjGsIJ1,,,,,,,,,,,,,,2020-03
6,Em Có Nghe,Kha,https://open.spotify.com/track/0ZaHfA4m7SlE2QHA3KNoXj,2020-03-26,0ZaHfA4m7SlE2QHA3KNoXj,,,,,,,,,,,,,,2020-03
7,ily (i love you baby) (feat. Emilee),Surf Mesa,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,2020-03-26,62aP9fBQKYKxi7PDXwcUAS,,,,,,,,,,,,,,2020-03
8,Supalonely,BENEE,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw,2020-03-26,4nK5YrxbMGZstTLbvj6Gxw,,,,,,,,,,,,,,2020-03
9,Our Souls at Night,Sondia,https://open.spotify.com/track/5ROchU8ANsBfStFVsTB3r2,2020-03-26,5ROchU8ANsBfStFVsTB3r2,,,,,,,,,,,,,,2020-03
10,Moral of the Story,Ashe,https://open.spotify.com/track/2nC3QhMI9reBIOWutbU3Tj,2020-03-26,2nC3QhMI9reBIOWutbU3Tj,,,,,,,,,,,,,,2020-03
11,Say,Yoon Mirae,https://open.spotify.com/track/12oU9EduTIa1N2uEasX7qI,2020-03-26,12oU9EduTIa1N2uEasX7qI,,,,,,,,,,,,,,2020-03
12,50 Feet,SoMo,https://open.spotify.com/track/6YI65Sb4nKEgu9pVl5GWjm,2020-03-26,6YI65Sb4nKEgu9pVl5GWjm,,,,,,,,,,,,,,2020-03
13,After Hours,The Weeknd,https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag,2020-03-26,2p8IUWQDrpjuFltbdgLOag,,,,,,,,,,,,,,2020-03
14,우린 친구뿐일까,Sondia,https://open.spotify.com/track/0w27Ok6tBj1QBNqs4eT19b,2020-03-26,0w27Ok6tBj1QBNqs4eT19b,,,,,,,,,,,,,,2020-03
15,You Make Me Back,Woosung,https://open.spotify.com/track/1cwHRnup3iQoGAzUDwXQsh,2020-03-26,1cwHRnup3iQoGAzUDwXQsh,,,,,,,,,,,,,,2020-03
16,火红的萨日朗,要不要买菜,https://open.spotify.com/track/2dSL4y81ZkIsqBVM6mZWQv,2020-03-26,2dSL4y81ZkIsqBVM6mZWQv,,,,,,,,,,,,,,2020-03
17,Say So,Doja Cat,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,2020-03-26,3Dv1eDb0MEgF93GpLXlucZ,,,,,,,,,,,,,,2020-03
18,Paris,Else,https://open.spotify.com/track/2H7F7EfsVhy0jNLsVz8MLH,2020-03-26,2H7F7EfsVhy0jNLsVz8MLH,,,,,,,,,,,,,,2020-03
19,So Rang Em Biet Anh Con Yeu Em,JUUN D,https://open.spotify.com/track/5TkvKPd7Bxv4xfU6cq6GGd,2020-03-26,5TkvKPd7Bxv4xfU6cq6GGd,,,,,,,,,,,,,,2020-03
20,Ngày Tận Thế,Tóc Tiên,https://open.spotify.com/track/5Nd0com2T4rHRZO2YFwD2n,2020-03-26,5Nd0com2T4rHRZO2YFwD2n,,,,,,,,,,,,,,2020-03
21,Điều Buồn Nhất Khi Yêu,Hoà Minzy,https://open.spotify.com/track/3SNqkDDtEIqaLxvjQXqosf,2020-03-26,3SNqkDDtEIqaLxvjQXqosf,,,,,,,,,,,,,,2020-03
22,Intentions (feat. Quavo),Justin Bieber,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,2020-03-26,4umIPjkehX1r7uhmGvXiSV,,,,,,,,,,,,,,2020-03
23,Maybe,Sondia,https://open.spotify.com/track/0xdO0Vbznd2B5Q9xc1iNUZ,2020-03-26,0xdO0Vbznd2B5Q9xc1iNUZ,,,,,,,,,,,,,,2020-03
24,Can't Take My Eyes off You,Craymer,https://open.spotify.com/track/1kbGCuCsD7ZhCOYkm8Bnts,2020-03-26,1kbGCuCsD7ZhCOYkm8Bnts,,,,,,,,,,,,,,2020-03
25,Vibe (If I Back It Up),Cookiee Kawaii,https://open.spotify.com/track/4gOgQTv9RYYFZ1uQNnlk3q,2020-03-26,4gOgQTv9RYYFZ1uQNnlk3q,,,,,,,,,,,,,,2020-03
26,Yêu Làm Chi,Insolent,https://open.spotify.com/track/13dIDskUYOGRlUq8KUWcGt,2020-03-26,13dIDskUYOGRlUq8KUWcGt,,,,,,,,,,,,,,2020-03
27,你的答案,阿冗,https://open.spotify.com/track/4QWSICaQ6LGmcS8qX9lNVh,2020-03-26,4QWSICaQ6LGmcS8qX9lNVh,,,,,,,,,,,,,,2020-03
28,Missing You,Hồng Dương,https://open.spotify.com/track/4gVUrD5ys2NCb7pjAeD3e3,2020-03-26,4gVUrD5ys2NCb7pjAeD3e3,,,,,,,,,,,,,,2020-03
29,Vậy Cũng Vui,Mỹ Tâm,https://open.spotify.com/track/5Pm00siVfiAzfwKiYa3C4U,2020-03-26,5Pm00siVfiAzfwKiYa3C4U,,,,,,,,,,,,,,2020-03
30,Plain Jane REMIX (feat. Nicki Minaj),A$AP Ferg,https://open.spotify.com/track/2YzmfPLqUx5CJOaw5ThsBV,2020-03-26,2YzmfPLqUx5CJOaw5ThsBV,,,,,,,,,,,,,,2020-03
31,Không Thể Hết Buồn,Xuân Nghi,https://open.spotify.com/track/03fYtU9mdE9voFNVtv0reV,2020-03-26,03fYtU9mdE9voFNVtv0reV,,,,,,,,,,,,,,2020-03
32,Có Em Đời Bỗng Vui,Chillies,https://open.spotify.com/track/696w9BHmEY62myVCSDyrYW,2020-03-26,696w9BHmEY62myVCSDyrYW,,,,,,,,,,,,,,2020-03
33,Bad Liar,Imagine Dragons,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3,2020-03-26,2RSHsoi04658QL5xgQVov3,,,,,,,,,,,,,,2020-03
34,Em Không Thuộc Về Nơi Đây,Khánh Linh,https://open.spotify.com/track/3fKGsXc0wqh9egLfnyPwgp,2020-03-26,3fKGsXc0wqh9egLfnyPwgp,,,,,,,,,,,,,,2020-03
35,Like That (feat. Gucci Mane),Doja Cat,https://open.spotify.com/track/4EivmOT13NMpNSfTKn9p4s,2020-03-26,4EivmOT13NMpNSfTKn9p4s,,,,,,,,,,,,,,2020-03
36,Mascara,Chillies,https://open.spotify.com/track/2Jaaw8PrdUfPlU6o6tL5dl,2020-03-26,2Jaaw8PrdUfPlU6o6tL5dl,,,,,,,,,,,,,,2020-03
37,Photo of My Mind,Song Ga In,https://open.spotify.com/track/6SOw5YcoAXoKphG5iPzXEz,2020-03-26,6SOw5YcoAXoKphG5iPzXEz,0.312,0.377,0,-5.395,1,0.0335,0.848,0.0000973,0.0994,0.305,131.698,272720,4,2020-03
38,Tập Thể Dục,Kiên Trịnh,https://open.spotify.com/track/0XhpIRP85XxHWNxSzFnEtz,2020-03-26,0XhpIRP85XxHWNxSzFnEtz,0.829,0.609,6,-4.055,0,0.0849,0.685,0,0.0832,0.792,89.991,170667,4,2020-03
39,Buồn Thì Cứ Khóc Đi,Lynk Lee,https://open.spotify.com/track/6iXGivPFpsqKmrINhIbPvx,2020-03-26,6iXGivPFpsqKmrINhIbPvx,0.704,0.542,2,-4.663,0,0.0307,0.476,0.000196,0.141,0.386,97.006,222314,4,2020-03
40,Boss Bitch,Doja Cat,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k,2020-03-26,78qd8dvwea0Gosb6Fe6j3k,0.707,0.955,10,-4.593,0,0.222,0.127,0,0.202,0.575,125.989,134240,4,2020-03
41,Đừng Vì Anh Mà Khóc,Quang Hùng MasterD,https://open.spotify.com/track/4g34IscInBSNfzaaaEqfZN,2020-03-26,4g34IscInBSNfzaaaEqfZN,0.482,0.334,8,-10.249,1,0.0305,0.839,0.000109,0.102,0.351,129.887,355385,4,2020-03
42,Điều Cha Chưa Nói,Ali Hoang Duong,https://open.spotify.com/track/0x8FtnuO60sIx4h9Qxd4Ks,2020-03-26,0x8FtnuO60sIx4h9Qxd4Ks,0.515,0.21,9,-18.185,1,0.0471,0.871,0.00581,0.108,0.277,110.033,258486,4,2020-03
43,Do You Love Me,Stephanie Poetri,https://open.spotify.com/track/1rbjic9uKr1p6nxnjLDHN6,2020-03-26,1rbjic9uKr1p6nxnjLDHN6,0.691,0.572,0,-7.745,1,0.0652,0.691,0.00000634,0.168,0.697,102.018,144383,4,2020-03
44,Con Dế Mèn Hát Vào Mùa Hè,Tùng,https://open.spotify.com/track/01UnQLScCNeX99GAKlajZM,2020-03-26,01UnQLScCNeX99GAKlajZM,0.706,0.32,0,-17.603,1,0.0793,0.908,0.00734,0.0748,0.118,79.987,270000,4,2020-03
45,WE BELONG,ONG SEONG WU,https://open.spotify.com/track/4YxDVrGFqoY54jfERj2aED,2020-03-26,4YxDVrGFqoY54jfERj2aED,0.75,0.757,9,-3.841,1,0.0596,0.036,0,0.0407,0.706,99.984,201914,4,2020-03
46,We are Bulletproof : the Eternal,BTS,https://open.spotify.com/track/44WLOqH7QayQOQdeUHeKUK,2020-03-26,44WLOqH7QayQOQdeUHeKUK,0.526,0.575,9,-5.215,0,0.0309,0.225,0,0.108,0.19,84.047,261543,4,2020-03
47,Friends,BTS,https://open.spotify.com/track/7w05lsU2VLSeiT8Nukrv5M,2020-03-26,7w05lsU2VLSeiT8Nukrv5M,0.55,0.747,1,-5.211,1,0.0407,0.0668,0,0.0536,0.648,79.98,199339,4,2020-03
48,It's Definitely You,V,https://open.spotify.com/track/2LowwiemmGMzzNSH1PJprK,2020-03-26,2LowwiemmGMzzNSH1PJprK,0.737,0.731,10,-3.193,0,0.0706,0.241,0,0.087,0.761,94.999,230693,4,2020-03
49,Defence,Park Sung Il,https://open.spotify.com/track/31rNgd4osapEoVOxz8iMGb,2020-03-26,31rNgd4osapEoVOxz8iMGb,0.771,0.815,3,-5.5,0,0.0478,0.367,0.616,0.307,0.488,125.111,81613,4,2020-03
50,Blinding Lights,The Weeknd,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,2020-03-26,0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,1,-5.934,1,0.0598,0.00146,0.0000954,0.0897,0.334,171.005,200040,4,2020-03
1,시작,Gaho,https://open.spotify.com/track/4kIpBfvK44bxqX7zo8K1oP,2020-04-02,4kIpBfvK44bxqX7zo8K1oP,0.591,0.818,4,-3.532,1,0.073,0.172,0,0.126,0.574,108.107,202440,4,2020-04
2,death bed (coffee for your head),Powfu,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,2020-04-02,7eJMfftS33KTjuF7lTsMCx,0.726,0.431,8,-8.765,0,0.135,0.731,0,0.696,0.348,144.026,173333,4,2020-04
3,ily (i love you baby) (feat. Emilee),Surf Mesa,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,2020-04-02,62aP9fBQKYKxi7PDXwcUAS,0.674,0.774,11,-7.567,0,0.0892,0.0686,0.00188,0.393,0.33,112.05,176547,4,2020-04
4,"Someday, The Boy",Kim Feel,https://open.spotify.com/track/1N0vwih6TUIb9kYtynvlRc,2020-04-02,1N0vwih6TUIb9kYtynvlRc,0.297,0.314,5,-7.487,1,0.0315,0.751,0,0.107,0.0875,131.34,287813,4,2020-04
5,Em Có Nghe,Kha,https://open.spotify.com/track/0ZaHfA4m7SlE2QHA3KNoXj,2020-04-02,0ZaHfA4m7SlE2QHA3KNoXj,0.875,0.45,7,-6.277,0,0.048,0.166,0.0000071,0.116,0.456,94.994,255129,4,2020-04
6,Supalonely,BENEE,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw,2020-04-02,4nK5YrxbMGZstTLbvj6Gxw,0.863,0.631,7,-4.689,1,0.0534,0.305,0.0000304,0.123,0.817,128.977,223480,4,2020-04
7,Say So,Doja Cat,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,2020-04-02,3Dv1eDb0MEgF93GpLXlucZ,0.787,0.673,11,-4.577,0,0.158,0.256,0.00000357,0.0904,0.786,110.962,237893,4,2020-04
8,Still Fighting It,Lee Chan Sol,https://open.spotify.com/track/229kY9iSbfDh0TasEWkZot,2020-04-02,229kY9iSbfDh0TasEWkZot,0.351,0.35,1,-5.709,1,0.0367,0.231,0,0.0654,0.233,130.065,319640,4,2020-04
9,Who (feat. BTS),Lauv,https://open.spotify.com/track/2qG81jL9UIP54uS8gYyP4k,2020-04-02,2qG81jL9UIP54uS8gYyP4k,0.632,0.345,11,-8,0,0.0349,0.551,0,0.104,0.0818,141.641,180413,3,2020-04
10,你的答案,阿冗,https://open.spotify.com/track/4QWSICaQ6LGmcS8qX9lNVh,2020-04-02,4QWSICaQ6LGmcS8qX9lNVh,0.458,0.475,3,-6.631,1,0.0335,0.618,0,0.114,0.211,175.912,219874,4,2020-04
11,WANNABE,ITZY,https://open.spotify.com/track/6tCssnvTUREcperDOUTqvA,2020-04-02,6tCssnvTUREcperDOUTqvA,0.809,0.911,6,-4.41,0,0.0617,0.00795,0.000179,0.181,0.64,122.035,191242,4,2020-04
12,50 Feet,SoMo,https://open.spotify.com/track/6YI65Sb4nKEgu9pVl5GWjm,2020-04-02,6YI65Sb4nKEgu9pVl5GWjm,0.515,0.458,10,-9.854,1,0.0868,0.158,0,0.0919,0.117,92.988,185714,3,2020-04
13,Paris,Else,https://open.spotify.com/track/2H7F7EfsVhy0jNLsVz8MLH,2020-04-02,2H7F7EfsVhy0jNLsVz8MLH,0.792,0.583,8,-8.305,0,0.027,0.023,0.582,0.0809,0.54,102.979,209709,4,2020-04
14,돌덩이,Ha Hyun Woo,https://open.spotify.com/track/6A9QEWYXpXLMeJLRjGsIJ1,2020-04-02,6A9QEWYXpXLMeJLRjGsIJ1,0.442,0.787,8,-3.889,0,0.0937,0.407,0,0.108,0.414,127.979,209320,4,2020-04
15,So Rang Em Biet Anh Con Yeu Em,JUUN D,https://open.spotify.com/track/5TkvKPd7Bxv4xfU6cq6GGd,2020-04-02,5TkvKPd7Bxv4xfU6cq6GGd,0.56,0.452,11,-8.443,0,0.0332,0.719,0,0.112,0.318,127.873,322505,4,2020-04
16,Can't Take My Eyes off You,Craymer,https://open.spotify.com/track/1kbGCuCsD7ZhCOYkm8Bnts,2020-04-02,1kbGCuCsD7ZhCOYkm8Bnts,0.525,0.185,11,-14.938,0,0.0427,0.941,0.0162,0.356,0.0393,122.214,240628,4,2020-04
17,You Make Me Back,Woosung,https://open.spotify.com/track/1cwHRnup3iQoGAzUDwXQsh,2020-04-02,1cwHRnup3iQoGAzUDwXQsh,0.536,0.507,3,-6.204,0,0.0276,0.554,0.0000703,0.0599,0.344,110.056,194773,3,2020-04
18,Đừng Gọi Em Là Mặt Trời,Đoàn Minh Quân,https://open.spotify.com/track/2YS5BpweL59GBnTzMEB9eU,2020-04-02,2YS5BpweL59GBnTzMEB9eU,0.604,0.33,2,-11.181,1,0.0264,0.502,0.000234,0.364,0.252,130.035,271385,4,2020-04
19,Let's Fall in Love for the Night,FINNEAS,https://open.spotify.com/track/7kQkmyoHCEqwe7QwDbkSXM,2020-04-02,7kQkmyoHCEqwe7QwDbkSXM,0.737,0.408,5,-7.941,1,0.104,0.802,0,0.171,0.374,127.921,190348,4,2020-04
20,Boss Bitch,Doja Cat,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k,2020-04-02,78qd8dvwea0Gosb6Fe6j3k,0.707,0.955,10,-4.593,0,0.222,0.127,0,0.202,0.575,125.989,134240,4,2020-04
21,Điều Buồn Nhất Khi Yêu,Hoà Minzy,https://open.spotify.com/track/3SNqkDDtEIqaLxvjQXqosf,2020-04-02,3SNqkDDtEIqaLxvjQXqosf,0.536,0.53,6,-6.813,1,0.0349,0.755,0,0.145,0.23,77.973,312733,4,2020-04
22,Say,Yoon Mirae,https://open.spotify.com/track/12oU9EduTIa1N2uEasX7qI,2020-04-02,12oU9EduTIa1N2uEasX7qI,0.503,0.405,6,-4.685,1,0.0287,0.553,0,0.0932,0.212,127.228,260453,4,2020-04
23,Mascara,Chillies,https://open.spotify.com/track/2Jaaw8PrdUfPlU6o6tL5dl,2020-04-02,2Jaaw8PrdUfPlU6o6tL5dl,0.652,0.363,2,-9.852,1,0.0292,0.699,0.000121,0.147,0.196,113.976,295790,4,2020-04
24,Breaking Me,Topic,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,2020-04-02,3H7ihDc1dqLriiWXwsc2po,0.789,0.72,8,-5.652,0,0.218,0.223,0,0.129,0.664,122.031,166794,4,2020-04
25,우린 친구뿐일까,Sondia,https://open.spotify.com/track/0w27Ok6tBj1QBNqs4eT19b,2020-04-02,0w27Ok6tBj1QBNqs4eT19b,0.408,0.279,10,-10.889,1,0.0343,0.849,0,0.142,0.148,131.945,228333,4,2020-04
26,Con Dế Mèn Hát Vào Mùa Hè,Tùng,https://open.spotify.com/track/01UnQLScCNeX99GAKlajZM,2020-04-02,01UnQLScCNeX99GAKlajZM,0.706,0.32,0,-17.603,1,0.0793,0.908,0.00734,0.0748,0.118,79.987,270000,4,2020-04
27,Có Em Đời Bỗng Vui,Chillies,https://open.spotify.com/track/696w9BHmEY62myVCSDyrYW,2020-04-02,696w9BHmEY62myVCSDyrYW,0.656,0.331,2,-9.88,1,0.0302,0.363,0,0.201,0.5,105.015,247429,3,2020-04
28,With Us,VERIVERY,https://open.spotify.com/track/7JxGvCpgu60COzVsmavYv9,2020-04-02,7JxGvCpgu60COzVsmavYv9,0.541,0.632,3,-4.394,1,0.0421,0.153,0,0.0889,0.195,80.04,257173,4,2020-04
29,Future Nostalgia,Dua Lipa,https://open.spotify.com/track/6zrJLhslleCHby0wbUnvVy,2020-04-02,6zrJLhslleCHby0wbUnvVy,0.875,0.813,7,-4.502,1,0.0579,0.00618,0,0.321,0.859,114.993,184882,4,2020-04
30,Savage,Megan Thee Stallion,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si,2020-04-02,55CHeLEfn5iJ0IIkgaa4si,0.843,0.741,11,-5.609,1,0.334,0.0252,0,0.096,0.68,168.983,155497,4,2020-04
31,End of Time,K-391,https://open.spotify.com/track/67O8CWXxPsfz8orZVGMQwf,2020-04-02,67O8CWXxPsfz8orZVGMQwf,0.81,0.7,4,-5.664,0,0.0399,0.267,0.0000669,0.137,0.193,116.019,187560,4,2020-04
32,คั่นกู - เพลงประกอบซีรีส์ เพราะเราคู่กัน,Bright Vachirawit,https://open.spotify.com/track/2ZGgIXaoierTsnkrDzuBzY,2020-04-02,2ZGgIXaoierTsnkrDzuBzY,0.844,0.605,6,-5.85,1,0.027,0.331,0.0000139,0.111,0.782,107.996,243889,4,2020-04
33,Blueberry Faygo,Lil Mosey,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,2020-04-02,22LAwLoDA5b4AaGSkg6bKW,0.774,0.554,0,-7.909,1,0.0383,0.207,0,0.132,0.349,99.034,162547,4,2020-04
34,No Break,The VANE,https://open.spotify.com/track/0BsMoti8VRdGJiCpIzMlf3,2020-04-02,0BsMoti8VRdGJiCpIzMlf3,0.639,0.871,6,-2.255,0,0.0454,0.143,0,0.371,0.682,140.014,172987,4,2020-04
35,Like That (feat. Gucci Mane),Doja Cat,https://open.spotify.com/track/4EivmOT13NMpNSfTKn9p4s,2020-04-02,4EivmOT13NMpNSfTKn9p4s,0.879,0.499,4,-6.027,0,0.18,0.24,0,0.0967,0.405,106.043,163173,4,2020-04
36,Intentions (feat. Quavo),Justin Bieber,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,2020-04-02,4umIPjkehX1r7uhmGvXiSV,0.806,0.546,9,-6.637,1,0.0575,0.3,0,0.102,0.874,147.986,212867,4,2020-04
37,Plain Jane REMIX (feat. Nicki Minaj),A$AP Ferg,https://open.spotify.com/track/2YzmfPLqUx5CJOaw5ThsBV,2020-04-02,2YzmfPLqUx5CJOaw5ThsBV,0.791,0.839,11,-4.284,1,0.266,0.0588,0.0000626,0.259,0.383,170.113,202636,4,2020-04
38,Bad Liar,Imagine Dragons,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3,2020-04-02,2RSHsoi04658QL5xgQVov3,0.383,0.637,3,-6.993,1,0.0703,0.0722,0,0.368,0.0827,177.913,260773,4,2020-04
39,Our Souls at Night,Sondia,https://open.spotify.com/track/5ROchU8ANsBfStFVsTB3r2,2020-04-02,5ROchU8ANsBfStFVsTB3r2,0.382,0.371,6,-8.741,1,0.0324,0.723,0.0244,0.111,0.172,137.864,283667,4,2020-04
40,Vibe (If I Back It Up),Cookiee Kawaii,https://open.spotify.com/track/4gOgQTv9RYYFZ1uQNnlk3q,2020-04-02,4gOgQTv9RYYFZ1uQNnlk3q,0.754,0.568,10,-8.719,1,0.344,0.0635,0.00932,0.118,0.175,159.947,83940,4,2020-04
41,Coffee Cup,Anthony Lazaro,https://open.spotify.com/track/0jX6dTvc8U8Nevz7XBYjzR,2020-04-02,0jX6dTvc8U8Nevz7XBYjzR,0.75,0.284,7,-12.079,1,0.0766,0.899,0.000109,0.273,0.593,119.962,176035,4,2020-04
42,Skechers,DripReport,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu,2020-04-02,2alc8VZAzDgdAsL2QMk3hu,0.903,0.327,1,-9.727,1,0.0877,0.26,0.011,0.108,0.274,100.008,106000,4,2020-04
43,Buồn Thì Cứ Khóc Đi,Lynk Lee,https://open.spotify.com/track/6iXGivPFpsqKmrINhIbPvx,2020-04-02,6iXGivPFpsqKmrINhIbPvx,0.704,0.542,2,-4.663,0,0.0307,0.476,0.000196,0.141,0.386,97.006,222314,4,2020-04
44,Rock a Bye Baby,Nursery Rhymes 123,https://open.spotify.com/track/0thYKKLw11YVYkSlQAvN4K,2020-04-02,0thYKKLw11YVYkSlQAvN4K,0.638,0.0789,5,-18.18,1,0.0308,0.987,0.00002,0.0839,0.295,89.988,84494,3,2020-04
45,Don't Start Now,Dua Lipa,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,2020-04-02,3PfIrDoz19wz7qK7tYeu62,0.793,0.793,11,-4.521,0,0.083,0.0123,0,0.0951,0.679,123.95,183290,4,2020-04
46,YELLOW,Yoh kamiyama,https://open.spotify.com/track/6oLejuhWNQf76ydBbtLrT9,2020-04-02,6oLejuhWNQf76ydBbtLrT9,0.786,0.719,7,-4.77,0,0.0353,0.0144,0.000638,0.0887,0.686,117.981,178712,4,2020-04
47,Mây Lang Thang,Tùng TeA,https://open.spotify.com/track/0fAESdFSydseY92HZchcTB,2020-04-02,0fAESdFSydseY92HZchcTB,0.734,0.542,9,-10.284,1,0.0405,0.786,0.000616,0.116,0.726,147.054,199932,4,2020-04
48,Kick It,NCT 127,https://open.spotify.com/track/1ayaOin9hxCtyhg4UsBTpg,2020-04-02,1ayaOin9hxCtyhg4UsBTpg,0.681,0.847,7,-2.462,1,0.0869,0.0306,0,0.0808,0.507,167.031,233013,4,2020-04
49,Vậy Cũng Vui,Mỹ Tâm,https://open.spotify.com/track/5Pm00siVfiAzfwKiYa3C4U,2020-04-02,5Pm00siVfiAzfwKiYa3C4U,0.615,0.245,6,-10.136,1,0.0273,0.935,0.000134,0.111,0.482,99.151,205588,3,2020-04
50,Đừng Vì Anh Mà Khóc,Quang Hùng MasterD,https://open.spotify.com/track/4g34IscInBSNfzaaaEqfZN,2020-04-02,4g34IscInBSNfzaaaEqfZN,0.482,0.334,8,-10.249,1,0.0305,0.839,0.000109,0.102,0.351,129.887,355385,4,2020-04
1,Sweet Night,V,https://open.spotify.com/track/39EXZNMxb4RBHlRjnRaOKp,2020-04-09,39EXZNMxb4RBHlRjnRaOKp,0.462,0.339,3,-7.943,1,0.025,0.495,0.00000815,0.0893,0.149,92.106,214259,4,2020-04
2,death bed (coffee for your head),Powfu,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,2020-04-09,7eJMfftS33KTjuF7lTsMCx,0.726,0.431,8,-8.765,0,0.135,0.731,0,0.696,0.348,144.026,173333,4,2020-04
3,你的答案,阿冗,https://open.spotify.com/track/4QWSICaQ6LGmcS8qX9lNVh,2020-04-09,4QWSICaQ6LGmcS8qX9lNVh,0.458,0.475,3,-6.631,1,0.0335,0.618,0,0.114,0.211,175.912,219874,4,2020-04
4,ily (i love you baby) (feat. Emilee),Surf Mesa,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,2020-04-09,62aP9fBQKYKxi7PDXwcUAS,0.674,0.774,11,-7.567,0,0.0892,0.0686,0.00188,0.393,0.33,112.05,176547,4,2020-04
5,Em Có Nghe,Kha,https://open.spotify.com/track/0ZaHfA4m7SlE2QHA3KNoXj,2020-04-09,0ZaHfA4m7SlE2QHA3KNoXj,0.875,0.45,7,-6.277,0,0.048,0.166,0.0000071,0.116,0.456,94.994,255129,4,2020-04
6,Bella Ciao - Música Original de la Serie la Casa de Papel/ Money Heist,Manu Pilas,https://open.spotify.com/track/3lWzVNe1yFZlkeBBzUuZYu,2020-04-09,3lWzVNe1yFZlkeBBzUuZYu,0.46,0.564,9,-10.329,0,0.0343,0.538,0,0.191,0.962,135.178,139845,5,2020-04
7,"My Life Is Going On - From ""La casa de papel""",Cecilia Krull,https://open.spotify.com/track/3CzOmjnh76DCbAUybQ0K5H,2020-04-09,3CzOmjnh76DCbAUybQ0K5H,0.529,0.627,6,-9.126,0,0.0315,0.131,0.00000474,0.127,0.341,99.962,214200,4,2020-04
8,Supalonely,BENEE,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw,2020-04-09,4nK5YrxbMGZstTLbvj6Gxw,0.863,0.631,7,-4.689,1,0.0534,0.305,0.0000304,0.123,0.817,128.977,223480,4,2020-04
9,시작,Gaho,https://open.spotify.com/track/4kIpBfvK44bxqX7zo8K1oP,2020-04-09,4kIpBfvK44bxqX7zo8K1oP,0.591,0.818,4,-3.532,1,0.073,0.172,0,0.126,0.574,108.107,202440,4,2020-04
10,Say So,Doja Cat,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,2020-04-09,3Dv1eDb0MEgF93GpLXlucZ,0.787,0.673,11,-4.577,0,0.158,0.256,0.00000357,0.0904,0.786,110.962,237893,4,2020-04
11,50 Feet,SoMo,https://open.spotify.com/track/6YI65Sb4nKEgu9pVl5GWjm,2020-04-09,6YI65Sb4nKEgu9pVl5GWjm,0.515,0.458,10,-9.854,1,0.0868,0.158,0,0.0919,0.117,92.988,185714,3,2020-04
12,คั่นกู - เพลงประกอบซีรีส์ เพราะเราคู่กัน,Bright Vachirawit,https://open.spotify.com/track/2ZGgIXaoierTsnkrDzuBzY,2020-04-09,2ZGgIXaoierTsnkrDzuBzY,0.844,0.605,6,-5.85,1,0.027,0.331,0.0000139,0.111,0.782,107.996,243889,4,2020-04
13,Breaking Me,Topic,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,2020-04-09,3H7ihDc1dqLriiWXwsc2po,0.789,0.72,8,-5.652,0,0.218,0.223,0,0.129,0.664,122.031,166794,4,2020-04
14,Can't Take My Eyes off You,Craymer,https://open.spotify.com/track/1kbGCuCsD7ZhCOYkm8Bnts,2020-04-09,1kbGCuCsD7ZhCOYkm8Bnts,0.525,0.185,11,-14.938,0,0.0427,0.941,0.0162,0.356,0.0393,122.214,240628,4,2020-04
15,So Rang Em Biet Anh Con Yeu Em,JUUN D,https://open.spotify.com/track/5TkvKPd7Bxv4xfU6cq6GGd,2020-04-09,5TkvKPd7Bxv4xfU6cq6GGd,0.56,0.452,11,-8.443,0,0.0332,0.719,0,0.112,0.318,127.873,322505,4,2020-04
